Filename                                         Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
src/zserio/ZserioTreeCreator.h                       239                 3    98.74%          49                 0   100.00%         388                 4    98.97%         176                15    91.48%
src/zserio/pmr/MemoryResource.cpp                      6                 0   100.00%           3                 0   100.00%          12                 0   100.00%           2                 0   100.00%
src/zserio/pmr/MemoryResource.h                        9                 0   100.00%           7                 0   100.00%          18                 0   100.00%           4                 0   100.00%
src/zserio/pmr/NewDeleteResource.cpp                   1                 0   100.00%           1                 0   100.00%           4                 0   100.00%           0                 0         -
src/zserio/pmr/NewDeleteResource.h                     3                 0   100.00%           3                 0   100.00%           9                 0   100.00%           0                 0         -
src/zserio/pmr/PolymorphicAllocator.h                 12                 0   100.00%          12                 0   100.00%          32                 0   100.00%           0                 0         -
test/zserio/AllocatorPropagatingCopyTest.cpp          29                 0   100.00%          18                 0   100.00%         112                 0   100.00%           0                 0         -
test/zserio/AnyHolderTest.cpp                         62                 0   100.00%          21                 0   100.00%         209                 0   100.00%           0                 0         -
test/zserio/ArrayTest.cpp                            217                 2    99.08%         117                 0   100.00%         799                 1    99.87%          48                 2    95.83%
test/zserio/BitBufferTest.cpp                         72                 0   100.00%          20                 0   100.00%         239                 0   100.00%          12                 0   100.00%
test/zserio/BitFieldUtilTest.cpp                      32                 0   100.00%           2                 0   100.00%          36                 0   100.00%           0                 0         -
test/zserio/BitPositionUtilTest.cpp                    9                 0   100.00%           1                 0   100.00%          12                 0   100.00%           0                 0         -
test/zserio/BitSizeOfCalculatorTest.cpp              171                 0   100.00%          11                 0   100.00%         204                 0   100.00%           0                 0         -
test/zserio/BitStreamReaderTest.cpp                   52                 3    94.23%          13                 0   100.00%          97                 0   100.00%           4                 0   100.00%
test/zserio/BitStreamTest.cpp                        127                 1    99.21%          33                 0   100.00%         486                 0   100.00%          30                 1    96.67%
test/zserio/BitStreamWriterTest.cpp                   85                 1    98.82%          25                 0   100.00%         230                 0   100.00%          20                 0   100.00%
test/zserio/BuiltInOperatorsTest.cpp                  42                 0   100.00%           9                 0   100.00%          58                 0   100.00%           0                 0         -
test/zserio/ConstraintExceptionTest.cpp                1                 0   100.00%           1                 0   100.00%           5                 0   100.00%           0                 0         -
test/zserio/CppRuntimeExceptionTest.cpp               19                 0   100.00%          12                 0   100.00%          70                 0   100.00%           2                 0   100.00%
test/zserio/DebugStringUtilTest.cpp                  182                 2    98.90%         108                 1    99.07%         874                 4    99.54%          18                 1    94.44%
test/zserio/EnumsTest.cpp                             44                 0   100.00%          15                 0   100.00%          94                 0   100.00%          20                 0   100.00%
test/zserio/FileUtilTest.cpp                          22                 0   100.00%           4                 0   100.00%          51                 0   100.00%           8                 0   100.00%
test/zserio/FloatUtilTest.cpp                         17                 0   100.00%          13                 0   100.00%         135                 0   100.00%           8                 0   100.00%
test/zserio/HashCodeUtilTest.cpp                      44                 0   100.00%          27                 0   100.00%         168                 0   100.00%           0                 0         -
test/zserio/HeapOptionalHolderTest.cpp               123                 0   100.00%          23                 0   100.00%         310                 0   100.00%           0                 0         -
test/zserio/InplaceOptionalHolderTest.cpp             55                 0   100.00%          21                 0   100.00%         169                 0   100.00%           0                 0         -
test/zserio/JsonDecoderTest.cpp                       54                 5    90.74%          14                 0   100.00%         146                 0   100.00%           0                 0         -
test/zserio/JsonEncoderTest.cpp                       46                 1    97.83%           5                 0   100.00%         140                 0   100.00%           0                 0         -
test/zserio/JsonParserTest.cpp                        37                 0   100.00%          23                 0   100.00%         228                 0   100.00%           2                 0   100.00%
test/zserio/JsonReaderTest.cpp                       115                 0   100.00%          28                 0   100.00%         691                 0   100.00%           0                 0         -
test/zserio/JsonTokenizerTest.cpp                    439                86    80.41%           7                 0   100.00%         232                 0   100.00%          12                 0   100.00%
test/zserio/JsonWriterTest.cpp                        42                 0   100.00%          32                 0   100.00%         290                 0   100.00%           0                 0         -
test/zserio/MemoryResourceTest.cpp                    22                 0   100.00%          11                 0   100.00%          58                 0   100.00%           4                 1    75.00%
test/zserio/NewDeleteResourceTest.cpp                  2                 0   100.00%           1                 0   100.00%           6                 0   100.00%           0                 0         -
