Filename                                                         Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
src/zserio/AllocatorHolder.h                                          11                 0   100.00%          11                 0   100.00%          21                 0   100.00%           0                 0         -
src/zserio/AllocatorPropagatingCopy.h                                 25                 0   100.00%          16                 0   100.00%          69                 0   100.00%           6                 0   100.00%
src/zserio/AnyHolder.h                                               101                 0   100.00%          58                 0   100.00%         258                 0   100.00%          34                 0   100.00%
src/zserio/Array.h                                                   129                 0   100.00%          85                 0   100.00%         346                 0   100.00%          34                 0   100.00%
src/zserio/ArrayTraits.h                                             150                 0   100.00%         150                 0   100.00%         450                 0   100.00%           0                 0         -
src/zserio/BitBuffer.h                                                55                 0   100.00%          26                 0   100.00%         101                 0   100.00%          24                 0   100.00%
src/zserio/BitFieldUtil.cpp                                           15                 0   100.00%           3                 0   100.00%          18                 0   100.00%          10                 0   100.00%
src/zserio/BitPositionUtil.h                                           6                 0   100.00%           1                 0   100.00%           5                 0   100.00%           4                 0   100.00%
src/zserio/BitSizeOfCalculator.cpp                                    26                 0   100.00%          13                 0   100.00%          55                 0   100.00%          10                 0   100.00%
src/zserio/BitSizeOfCalculator.h                                       1                 0   100.00%           1                 0   100.00%           4                 0   100.00%           0                 0         -
src/zserio/BitStreamReader.cpp                                       279                 0   100.00%          40                 0   100.00%         423                 2    99.53%         178                 0   100.00%
src/zserio/BitStreamReader.h                                          26                 0   100.00%           6                 0   100.00%          62                 0   100.00%          14                 0   100.00%
src/zserio/BitStreamWriter.cpp                                       122                 0   100.00%          34                 0   100.00%         227                 0   100.00%          74                 0   100.00%
src/zserio/BitStreamWriter.h                                          15                 0   100.00%           5                 0   100.00%          30                 0   100.00%           8                 0   100.00%
src/zserio/BuiltInOperators.cpp                                        6                 0   100.00%           1                 0   100.00%          12                 0   100.00%           4                 0   100.00%
src/zserio/BuiltInOperators.h                                          1                 0   100.00%           1                 0   100.00%           3                 0   100.00%           0                 0         -
